position_start,position_end,length,field_name,description,version,values_summary,notes
797,797,1,F_HYSTERu,Hysterectomy Flag (Unrevised),"A,S",0=Not reporting; 1=Reporting,Reporting flag
798,799,2,BLANK,Blank filler,,,
800,800,1,F_HYSTER_r,Hysterectomy Flag (Revised),A,0=Not reporting; 1=Reporting,Reporting flag
801,801,1,F_ATTENDANT,Attendant Flag,"A,S",0=Not reporting; 1=Reporting,Reporting flag
802,832,31,BLANK,Blank filler (pre-MRACE-checkboxes gap),"A,S",,"Per 2003FetalUserGuide.pdf pg 48 (798-832 declared FILLER); 798-801 are split out (F_HYSTER_r, F_ATTENDANT, BLANK)."
833,833,1,MRACE1,Mother's Race - White checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
834,834,1,MRACE2,Mother's Race - Black or African American checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
835,835,1,MRACE3,Mother's Race - American Indian or Alaska Native checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
836,836,1,MRACE4,Mother's Race - Asian Indian checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
837,837,1,MRACE5,Mother's Race - Chinese checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
838,838,1,MRACE6,Mother's Race - Filipino checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
839,839,1,MRACE7,Mother's Race - Japanese checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
840,840,1,MRACE8,Mother's Race - Korean checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
841,841,1,MRACE9,Mother's Race - Vietnamese checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
842,842,1,MRACE10,Mother's Race - Other Asian checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
843,843,1,MRACE11,Mother's Race - Native Hawaiian checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
844,844,1,MRACE12,Mother's Race - Guamanian or Chamorro checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
845,845,1,MRACE13,Mother's Race - Samoan checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
846,846,1,MRACE14,Mother's Race - Other Pacific Islander checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
847,847,1,MRACE15,Mother's Race - Other checkbox,A,Y=checked; N=not checked,2003-revision (A) records only; per 2003FetalUserGuide.pdf pg 48-49. S records reuse bytes 833-836 for a legacy 4-byte code (see MRACE_LEGACY_S row).
833,836,4,MRACE_LEGACY_S,Legacy 4-byte race-related field (1989-revision records only),S,"byte 833 in {0,2,4,6,8,9}; byte 834 in {0,4}; byte 835 in {0,2}; byte 836 in {1,2,9}; bytes 837-847 blank for S records","S-revision (1989) records only. Semantics not yet identified; observed empirically as digit patterns like 9009, 0001 in 2003 file. Not used by V2.1 harmonization (race comes from MRACEREC@143 for both A and S records). Filed as L13 audit follow-up: verify against the 2003/2004 FULL user-guide layout tables and the 1989-revision-era 2002 layout."
848,1087,240,BLANK,Blank filler (between race checkboxes and MRACEnE codes),"A,S",,Per 2003FetalUserGuide.pdf pg 49 (848-1087 FILLER).
1088,1090,3,MRACE1E,Mother's Race Edited (occurrence 1),A,100-999 numeric; A00-R99 alpha; declared but EMPTY in 2003/2004 public-use file,Per 2003FetalUserGuide.pdf pg 49. Empirically all-blank in 2003 records (both A and S sampled). NCHS suppressed multi-race detail from the 2003-2004 public-use file.
1091,1093,3,MRACE2E,Mother's Race Edited (occurrence 2),A,100-999 numeric; A00-R99 alpha; declared but EMPTY in 2003/2004 public-use file,Per 2003FetalUserGuide.pdf pg 49. Empirically all-blank in 2003 records (both A and S sampled). NCHS suppressed multi-race detail from the 2003-2004 public-use file.
1094,1096,3,MRACE3E,Mother's Race Edited (occurrence 3),A,100-999 numeric; A00-R99 alpha; declared but EMPTY in 2003/2004 public-use file,Per 2003FetalUserGuide.pdf pg 49. Empirically all-blank in 2003 records (both A and S sampled). NCHS suppressed multi-race detail from the 2003-2004 public-use file.
1097,1099,3,MRACE4E,Mother's Race Edited (occurrence 4),A,100-999 numeric; A00-R99 alpha; declared but EMPTY in 2003/2004 public-use file,Per 2003FetalUserGuide.pdf pg 49. Empirically all-blank in 2003 records (both A and S sampled). NCHS suppressed multi-race detail from the 2003-2004 public-use file.
1100,1102,3,MRACE5E,Mother's Race Edited (occurrence 5),A,100-999 numeric; A00-R99 alpha; declared but EMPTY in 2003/2004 public-use file,Per 2003FetalUserGuide.pdf pg 49. Empirically all-blank in 2003 records (both A and S sampled). NCHS suppressed multi-race detail from the 2003-2004 public-use file.
1103,1105,3,MRACE6E,Mother's Race Edited (occurrence 6),A,100-999 numeric; A00-R99 alpha; declared but EMPTY in 2003/2004 public-use file,Per 2003FetalUserGuide.pdf pg 49. Empirically all-blank in 2003 records (both A and S sampled). NCHS suppressed multi-race detail from the 2003-2004 public-use file.
1106,1108,3,MRACE7E,Mother's Race Edited (occurrence 7),A,100-999 numeric; A00-R99 alpha; declared but EMPTY in 2003/2004 public-use file,Per 2003FetalUserGuide.pdf pg 49. Empirically all-blank in 2003 records (both A and S sampled). NCHS suppressed multi-race detail from the 2003-2004 public-use file.
1109,1111,3,MRACE8E,Mother's Race Edited (occurrence 8),A,100-999 numeric; A00-R99 alpha; declared but EMPTY in 2003/2004 public-use file,Per 2003FetalUserGuide.pdf pg 49. Empirically all-blank in 2003 records (both A and S sampled). NCHS suppressed multi-race detail from the 2003-2004 public-use file.
1112,1350,239,BLANK,Blank filler (truncated end-of-record),"A,S",,Per 2003FetalUserGuide.pdf pg 49 (1112-3336 declared FILLER in full layout); 2003 public-use file is truncated at byte 1350.
